campus_id,campus,state,professor_name,evidence_state,course_code,source_quality,confidence,source_url,source_domain,term,year
379b6839-6a7d-479a-b2df-d1dbce1d831e,Kent State University,OH,Mindy B. Nett,LIKELY_INTRO1,ACCT 23020,HIGH,Medium,https://catalog.kent.edu/colleges/be/acct/acct.pdf,catalog.kent.edu,,
379b6839-6a7d-479a-b2df-d1dbce1d831e,Kent State University,OH,Wendy M. Tietz,LIKELY_INTRO1,ACCT 23020,HIGH,Medium,https://catalog.kent.edu/colleges/be/acct/acct.pdf,catalog.kent.edu,,
379b6839-6a7d-479a-b2df-d1dbce1d831e,Kent State University,OH,R.Z. Zhang,LIKELY_INTRO1,ACCT 23020,HIGH,Medium,https://catalog.kent.edu/colleges/be/acct/acct.pdf,catalog.kent.edu,,
37eee2c8-db8d-428d-a938-3fcfb3dbd696,Rollins College Winter,FL,Tom Kruczek,LIKELY_INTRO1,ACC 501,HIGH,Medium,https://scholarship.rollins.edu/cgi/viewcontent.cgi?article=1052&context=crummer_fac,scholarship.rollins.edu,,2007
37eee2c8-db8d-428d-a938-3fcfb3dbd696,Rollins College Winter,FL,Allen H. Kupetz,LIKELY_INTRO1,ACC 501,HIGH,Medium,https://scholarship.rollins.edu/cgi/viewcontent.cgi?article=1052&context=crummer_fac,scholarship.rollins.edu,,2007
37fd8b58-b0fe-4251-891f-90066c835ebd,University of Michigan Ann,MI,David W. Wright,LIKELY_INTRO1,,HIGH,Medium,https://www.bus.umich.edu/FacultyBios/CV/dwwright.pdf,bus.umich.edu,,
391db14a-eec4-471d-8348-74078e451fdc,Universidad Carlos III de Madrid,MD,Baptiste Colas,LIKELY_INTRO1,,HIGH,Medium,https://www.uc3m.es/ss/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=Cache-Control&blobheadervalue1=inline%3B+filename%3D%22Contabilidad_B%C3%A1sica.pdf%22&blobheadervalue2=private&blobkey=id&blobtable=MungoBlobs&blobwhere=1371629030290&ssbinary=true,uc3m.es,,
398c1e45-85ba-4330-97e8-04d7c88c9cde,University of Wisconsin–Milwaukee,WI,Konkol,LIKELY_INTRO1,BUS ADM 201,HIGH,Medium,https://sites.uwm.edu/konkol/,sites.uwm.edu,,
398c1e45-85ba-4330-97e8-04d7c88c9cde,University of Wisconsin–Milwaukee,WI,Richard D. Marcus,LIKELY_INTRO1,BUS ADM 201,HIGH,Medium,https://sites.uwm.edu/marcus/finance-350-spring-2022/,sites.uwm.edu,Spring,2022
398c1e45-85ba-4330-97e8-04d7c88c9cde,University of Wisconsin–Milwaukee,WI,Sayeda Shefa,LIKELY_INTRO1,BUS ADM 201,HIGH,Medium,https://sites.uwm.edu/marcus/finance-350-spring-2022/,sites.uwm.edu,Spring,2022
398c1e45-85ba-4330-97e8-04d7c88c9cde,University of Wisconsin–Milwaukee,WI,Rebekah O.,LIKELY_INTRO1,BUS ADM 201,HIGH,Medium,https://sites.uwm.edu/marcus/finance-350-spring-2022/,sites.uwm.edu,Spring,2022
398c1e45-85ba-4330-97e8-04d7c88c9cde,University of Wisconsin–Milwaukee,WI,Richard D. Marcus,LIKELY_INTRO1,BUS ADM 201,HIGH,Medium,https://sites.uwm.edu/marcus/finance-350-fall-2022/,sites.uwm.edu,Fall,2022
398c1e45-85ba-4330-97e8-04d7c88c9cde,University of Wisconsin–Milwaukee,WI,Sayeda Shefa,LIKELY_INTRO1,BUS ADM 201,HIGH,Medium,https://sites.uwm.edu/marcus/finance-350-fall-2022/,sites.uwm.edu,Fall,2022
398c1e45-85ba-4330-97e8-04d7c88c9cde,University of Wisconsin–Milwaukee,WI,Md Samiul Islam,LIKELY_INTRO1,BUS ADM 201,HIGH,Medium,https://sites.uwm.edu/marcus/finance-350-fall-2022/,sites.uwm.edu,Fall,2022
3f570e37-5394-4058-baab-508948befedb,University of Georgia,GA,Andrew Snyder,LIKELY_INTRO1,ACCT 2101,HIGH,Medium,https://bulletin.uga.edu/Course/Details/3096,bulletin.uga.edu,,
3f570e37-5394-4058-baab-508948befedb,University of Georgia,GA,Erin Towery,LIKELY_INTRO1,ACCT 2101,HIGH,Medium,https://bulletin.uga.edu/Course/Details/3096,bulletin.uga.edu,,
3f570e37-5394-4058-baab-508948befedb,University of Georgia,GA,"Matthews, Jason",LIKELY_INTRO1,ACCT 2101,HIGH,Medium,https://bulletin.uga.edu/Course/Details/27786,bulletin.uga.edu,,
3f988607-eaa9-49ee-b07f-e50be118690f,Central Connecticut St Univ New,CT,Dr. Kristine Larsen,LIKELY_INTRO1,,HIGH,Medium,https://sites.ccsu.edu/facultysenate/files/Supporting_Documents_2018-19/FS.18.19.015B.pdf,sites.ccsu.edu,Spring,2019
40e687ef-df5d-49e1-887f-f482f5df6e42,Washington University St.,MO,Michael J. Mazzeo,CONFIRMED_INTRO1,,HIGH,High,https://bulletin.wustl.edu/grad/business/,bulletin.wustl.edu,Fall,2025
42c3eddd-939e-48ae-ba21-2d04bdadb84e,Florida Atlantic University,FL,Jay J. Leiner,LIKELY_INTRO1,ACG 2021,HIGH,Medium,https://www.fau.edu/graduate/documents/ufs/3-16-2023/bus/cc-acg6686-acct-fraud.pdf,fau.edu,Fall,2021
4a1720da-d044-42a3-bdde-1542ae9e096c,Stanford University,CA,"Beyer, A.",LIKELY_INTRO1,,HIGH,Medium,https://explorecourses.stanford.edu/search?q=ACCT&view=timeschedule&filter-term-Winter=off&filter-term-Summer=off&filter-catalognumber-ACCT=on&filter-term-Autumn=off&filter-term-Spring=off&page=0&filter-coursestatus-Active=on&academicYear=20212022,explorecourses.stanford.edu,,2021
4a1720da-d044-42a3-bdde-1542ae9e096c,Stanford University,CA,"deHaan, E.",CONFIRMED_INTRO1,,HIGH,High,https://explorecourses.stanford.edu/search?q=GSB&view=timeschedule&page=0&filter-coursestatus-Active=on&catalog=,explorecourses.stanford.edu,Fall,2026
4a1720da-d044-42a3-bdde-1542ae9e096c,Stanford University,CA,"Kim, J.",CONFIRMED_INTRO1,,HIGH,High,https://explorecourses.stanford.edu/search?q=GSB&view=timeschedule&page=0&filter-coursestatus-Active=on&catalog=,explorecourses.stanford.edu,Fall,2026
4a1720da-d044-42a3-bdde-1542ae9e096c,Stanford University,CA,"Choi, J.",LIKELY_INTRO1,,HIGH,Medium,https://explorecourses.stanford.edu/search?q=all+courses&view=timeschedule&academicYear=20222023&filter-ger-GERDBSocSci=on%2C5%2C&page=9&filter-coursestatus-Active=on,explorecourses.stanford.edu,Autumn,2022
4a1720da-d044-42a3-bdde-1542ae9e096c,Stanford University,CA,"Noh, S.",LIKELY_INTRO1,,HIGH,Medium,https://explorecourses.stanford.edu/search?q=all+courses&view=timeschedule&academicYear=20222023&filter-ger-GERDBSocSci=on%2C5%2C&page=9&filter-coursestatus-Active=on,explorecourses.stanford.edu,Autumn,2022
4a1720da-d044-42a3-bdde-1542ae9e096c,Stanford University,CA,"deHaan, E.",CONFIRMED_INTRO1,,HIGH,High,https://explorecourses.stanford.edu/search?q=ACCT&view=timeschedule&page=0&academicYear=20262027,explorecourses.stanford.edu,Autumn,2026
4a1720da-d044-42a3-bdde-1542ae9e096c,Stanford University,CA,"Kim, J.",CONFIRMED_INTRO1,,HIGH,High,https://explorecourses.stanford.edu/search?q=ACCT&view=timeschedule&page=0&academicYear=20262027,explorecourses.stanford.edu,Autumn,2026
4ba93766-716e-4019-87ab-9181e6bba681,Nagoya University,OH,Frendy,LIKELY_INTRO1,,HIGH,Medium,https://info3.nucba.ac.jp/syllabus/syllabus_body.php?syllabuscode=NUC406_N20B,info3.nucba.ac.jp,,2020
4ba93766-716e-4019-87ab-9181e6bba681,Nagoya University,OH,Bishnu Kumar Adhikary,CONFIRMED_INTRO1,,HIGH,High,https://syllabus.u-hyogo.ac.jp/slResult/2026/english/syllabusHtml/SyllabusHtml.2026.174170.html,syllabus.u-hyogo.ac.jp,Fall,2026
4ba93766-716e-4019-87ab-9181e6bba681,Nagoya University,OH,Yoichiro TSUZUKI,CONFIRMED_INTRO1,,HIGH,High,https://syllabus.u-hyogo.ac.jp/slResult/2026/english/syllabusHtml/SyllabusHtml.2026.140130.html,syllabus.u-hyogo.ac.jp,Fall,2026
4ba93766-716e-4019-87ab-9181e6bba681,Nagoya University,OH,Frendy,LIKELY_INTRO1,,HIGH,Medium,https://info3.nucba.ac.jp/syllabus/syllabus_body.php?syllabuscode=NUC407_N21A,info3.nucba.ac.jp,,2021
4c146400-e96d-4d2c-b06a-49f2ba596d02,New Jersey In of Technology,NJ,Heejae Lee,LIKELY_INTRO1,,HIGH,Medium,https://digitalcommons.njit.edu/mtsm-syllabi/172/,digitalcommons.njit.edu,Spring,2024
4c146400-e96d-4d2c-b06a-49f2ba596d02,New Jersey In of Technology,NJ,Karen Schoenebeck,LIKELY_INTRO1,,HIGH,Medium,https://management.njit.edu/sites/management/files/lcms/academics/undergraduate/ACCT_115-135-SPRING_2013-Schoenebeck.pdf,management.njit.edu,Spring,2013
4c146400-e96d-4d2c-b06a-49f2ba596d02,New Jersey In of Technology,NJ,Wilson Seda,LIKELY_INTRO1,,HIGH,Medium,https://digitalcommons.njit.edu/mtsm-syllabi/49/,digitalcommons.njit.edu,Fall,2023
4c146400-e96d-4d2c-b06a-49f2ba596d02,New Jersey In of Technology,NJ,Joseph Micale,LIKELY_INTRO1,,HIGH,Medium,https://digitalcommons.njit.edu/mtsm-syllabi/271/,digitalcommons.njit.edu,Fall,2024
4c5126b1-3fe0-48fe-a1db-1e41d06e4642,University of Florida,FL,Jill Goslinga,POSSIBLE_INTRO1,ACG 2021,HIGH,Low,https://warrington.ufl.edu/wp-content/uploads/2025/06/accounting-handbook-2023-2024.pdf,warrington.ufl.edu,,
519ab87b-e1bc-4847-a579-140ec08ef841,Wayland Baptist University,TX,Valerie Tharp,LIKELY_INTRO1,ACCT 2305,HIGH,Medium,http://old.wbu.edu/academics/online_programs/schedules/Syllabi/Winter17/Business/ACCT2306VC01.pdf,old.wbu.edu,Winter,2017
519ab87b-e1bc-4847-a579-140ec08ef841,Wayland Baptist University,TX,Valerie Tharp,CONFIRMED_INTRO1,ACCT 2305,HIGH,High,https://old.wbu.edu/academics/online_programs/schedules/Syllabi/Spring226/Business/ACCT2305VC01.pdf,old.wbu.edu,Spring,2026
519ab87b-e1bc-4847-a579-140ec08ef841,Wayland Baptist University,TX,Ernesto Balbas,LIKELY_INTRO1,ACCT 2305,HIGH,Medium,https://www.wbu.edu/campuses/hawaii/syllabi/documents/fallsessions2024/BALBAS_FALL%20II_2024_ACCT%202306%20Syllabus.pdf,wbu.edu,Fall,2024
519ab87b-e1bc-4847-a579-140ec08ef841,Wayland Baptist University,TX,Dr. Henrique Regina,LIKELY_INTRO1,ACCT 2305,HIGH,Medium,https://www.wbu.edu/campuses/hawaii/syllabi/documents/fallsessions2023/Syllabus%20FINA%203309%20Fall%202%202023%20HI01%20-%20Dr%20Henrique%20Regina.pdf,wbu.edu,Fall,2023
51a5f06a-ffe1-4d26-bd70-1b89c242a82f,McMaster University,ON,Dr. Emad Mohammad,CONFIRMED_INTRO1,,HIGH,High,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/09/IBH-1AA3-F25-Mohammad.pdf,ug.degroote.mcmaster.ca,Fall,2025
51a5f06a-ffe1-4d26-bd70-1b89c242a82f,McMaster University,ON,Mr. Karim Karim,CONFIRMED_INTRO1,,HIGH,High,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2025/09/IBH-1AA3-F25-Mohammad.pdf,ug.degroote.mcmaster.ca,Fall,2025
51a5f06a-ffe1-4d26-bd70-1b89c242a82f,McMaster University,ON,Dr. Yaqin Hu,CONFIRMED_INTRO1,,HIGH,High,https://mbastudent.degroote.mcmaster.ca/wp-content/uploads/sites/69/2025/06/A610-Course-Outline-Fall-2025.pdf,mbastudent.degroote.mcmaster.ca,Fall,2025
51a5f06a-ffe1-4d26-bd70-1b89c242a82f,McMaster University,ON,Dr. Alfred Liu,CONFIRMED_INTRO1,,HIGH,High,https://ug.degroote.mcmaster.ca/wp-content/uploads/sites/91/2024/12/1AA3-W25-Revised-Liu.pdf,ug.degroote.mcmaster.ca,Winter,2025
51fea346-5d62-401f-9fc8-eb50765e024c,Dominican Univ of Calif San,CA,Marianne Rogoff,LIKELY_INTRO1,ACCT 101,HIGH,Medium,https://scholar.dominican.edu/cgi/viewcontent.cgi?article=1001&context=literature-languages-faculty-scholarship,scholar.dominican.edu,,2013
51fea346-5d62-401f-9fc8-eb50765e024c,Dominican Univ of Calif San,CA,Cindy Shearer,LIKELY_INTRO1,ACCT 101,HIGH,Medium,https://scholar.dominican.edu/cgi/viewcontent.cgi?article=1001&context=literature-languages-faculty-scholarship,scholar.dominican.edu,,2013
51fea346-5d62-401f-9fc8-eb50765e024c,Dominican Univ of Calif San,CA,Daniel Deslauriers,LIKELY_INTRO1,ACCT 101,HIGH,Medium,https://scholar.dominican.edu/cgi/viewcontent.cgi?article=1001&context=literature-languages-faculty-scholarship,scholar.dominican.edu,,2013
51fea346-5d62-401f-9fc8-eb50765e024c,Dominican Univ of Calif San,CA,Mary Beth Pringle,LIKELY_INTRO1,ACCT 101,HIGH,Medium,https://scholar.dominican.edu/cgi/viewcontent.cgi?article=1001&context=literature-languages-faculty-scholarship,scholar.dominican.edu,,2013
54036bcf-4050-45da-94e7-cb001da199a0,East Texas A&M University,TX,Pratima FNU,POSSIBLE_INTRO1,ACCT 2301,HIGH,Low,https://appsprod.etamu.edu/Schedule/Schedule.aspx?CN=W&Term=202620&Dept=AFEB,appsprod.etamu.edu,,
54036bcf-4050-45da-94e7-cb001da199a0,East Texas A&M University,TX,Pratima FNU,POSSIBLE_INTRO1,ACCT 2301,HIGH,Low,https://appsprod.etamu.edu/Schedule/Schedule.aspx?Term=202550&Dept=ACFN,appsprod.etamu.edu,,
54110fb9-3a7e-42fb-9cd0-f8e441f5587a,University of Exeter,EX,Claudia Scicluna,LIKELY_INTRO1,,HIGH,Medium,https://curriculum.southwales.ac.uk/Module/Details?moduleId=MOD011435,curriculum.southwales.ac.uk,Fall,
54110fb9-3a7e-42fb-9cd0-f8e441f5587a,University of Exeter,EX,Jared Davies,LIKELY_INTRO1,,HIGH,Medium,https://curriculum.southwales.ac.uk/Module/Details?moduleId=MOD011435,curriculum.southwales.ac.uk,Fall,
54110fb9-3a7e-42fb-9cd0-f8e441f5587a,University of Exeter,EX,Rosemary Eaton,LIKELY_INTRO1,,HIGH,Medium,https://curriculum.southwales.ac.uk/Module/Details?moduleId=MOD011435,curriculum.southwales.ac.uk,Fall,
54110fb9-3a7e-42fb-9cd0-f8e441f5587a,University of Exeter,EX,Nicola Gilbert,LIKELY_INTRO1,,HIGH,Medium,https://curriculum.southwales.ac.uk/Module/Details?moduleId=MOD011435,curriculum.southwales.ac.uk,Fall,
54110fb9-3a7e-42fb-9cd0-f8e441f5587a,University of Exeter,EX,Mr Adam Finkel-Gates,LIKELY_INTRO1,,HIGH,Medium,https://www.drps.ed.ac.uk/19-20/dpt/cxcmse11338.htm,drps.ed.ac.uk,Fall,2019
54240b28-04bf-435e-af0c-f7b60f26c3af,North Central Texas College,TX,Rashid Rahman,CONFIRMED_INTRO1,,HIGH,High,https://my.nctc.edu/ICS/Academics/ACCT/ACCT_2301/2025_FA-ACCT_2301-0840/Syllabus.jnz?portlet=Introduction,my.nctc.edu,Fall,2025
54240b28-04bf-435e-af0c-f7b60f26c3af,North Central Texas College,TX,Vanessa Fields-Johnson,CONFIRMED_INTRO1,,HIGH,High,https://my.nctc.edu/ICS/Academics/ACCT/ACCT_2301/2026_FA-ACCT_2301-0310/,my.nctc.edu,Fall,2026
59575c9b-3309-4500-9f5b-700d1b82e6cf,Lakeland Community College,OH,"Racic, J",CONFIRMED_INTRO1,,HIGH,High,https://lkn.lakelandcc.edu/internet/academics/schedule/?show=1&subj_code=ACCT,lkn.lakelandcc.edu,Fall,2026
59575c9b-3309-4500-9f5b-700d1b82e6cf,Lakeland Community College,OH,"Mengelkamp, J",CONFIRMED_INTRO1,,HIGH,High,https://lkn.lakelandcc.edu/internet/academics/schedule/?show=1&subj_code=ACCT,lkn.lakelandcc.edu,Fall,2026
59575c9b-3309-4500-9f5b-700d1b82e6cf,Lakeland Community College,OH,"Corwin, C",CONFIRMED_INTRO1,,HIGH,High,https://lkn.lakelandcc.edu/internet/academics/schedule/?show=1&subj_code=ACCT,lkn.lakelandcc.edu,Fall,2026
5c4b0a8f-22b8-45f9-b1b7-9be45f9bf85d,Penn State Berks,PA,Michael Simon,POSSIBLE_INTRO1,ACCTG 211,MEDIUM,Low,https://bulletins.psu.edu/undergraduate/colleges/berks/accounting-bs/,bulletins.psu.edu,,
5c4b0a8f-22b8-45f9-b1b7-9be45f9bf85d,Penn State Berks,PA,Michael Simon,POSSIBLE_INTRO1,ACCTG 211,MEDIUM,Low,https://bulletins.psu.edu/undergraduate/colleges/abington/accounting-bs/,bulletins.psu.edu,,
5c4b0a8f-22b8-45f9-b1b7-9be45f9bf85d,Penn State Berks,PA,Michael Simon,POSSIBLE_INTRO1,ACCTG 211,MEDIUM,Low,https://bulletins.psu.edu/undergraduate/colleges/capital/accounting-bs/,bulletins.psu.edu,,
5ecc7590-129b-4dec-885d-904a25aaa79f,Dartmouth College,NH,Jonathan Lewellen,LIKELY_INTRO1,,HIGH,Medium,https://tuck.dartmouth.edu/uploads/admitted/All-Fall_2012_Syllabi.pdf,tuck.dartmouth.edu,Fall,2012
5ecc7590-129b-4dec-885d-904a25aaa79f,Dartmouth College,NH,Richard J. Rogalski,LIKELY_INTRO1,,HIGH,Medium,https://tuck.dartmouth.edu/uploads/admitted/All-Fall_2012_Syllabi.pdf,tuck.dartmouth.edu,Fall,2012
5f09e5d9-bf5b-4672-8fde-5c1f5f4af107,Augusta University,GA,Tracy Berry,LIKELY_INTRO1,,HIGH,Medium,https://pace.augusta.edu/training-programs/office-manager/,pace.augusta.edu,,
5f09e5d9-bf5b-4672-8fde-5c1f5f4af107,Augusta University,GA,Wade Lindenberger,LIKELY_INTRO1,,HIGH,Medium,https://pace.augusta.edu/training-programs/office-manager/,pace.augusta.edu,,
5f09e5d9-bf5b-4672-8fde-5c1f5f4af107,Augusta University,GA,Helene K. Liatsos,LIKELY_INTRO1,,HIGH,Medium,https://pace.augusta.edu/training-programs/office-manager/,pace.augusta.edu,,
5f09e5d9-bf5b-4672-8fde-5c1f5f4af107,Augusta University,GA,Deven Matthews,LIKELY_INTRO1,,HIGH,Medium,https://pace.augusta.edu/training-programs/office-manager/,pace.augusta.edu,,
5f09e5d9-bf5b-4672-8fde-5c1f5f4af107,Augusta University,GA,Tracy Heyland,LIKELY_INTRO1,,HIGH,Medium,https://pace.augusta.edu/training-programs/veterinary-office-manager/,pace.augusta.edu,,
5f09e5d9-bf5b-4672-8fde-5c1f5f4af107,Augusta University,GA,Wade Lindenberger,LIKELY_INTRO1,,HIGH,Medium,https://pace.augusta.edu/training-programs/veterinary-office-manager/,pace.augusta.edu,,
5f5bd18d-b92f-4d56-aced-23bce4c983d5,University of South Carolina,SC,Shannon McCutchen,POSSIBLE_INTRO1,ACCT 225,HIGH,Low,https://sc.edu/about/offices_and_divisions/student_success_center/undergraduate-support/supplemental-instruction/si-schedule/,sc.edu,,
5f5bd18d-b92f-4d56-aced-23bce4c983d5,University of South Carolina,SC,Dr. Brooke W. Stanley,LIKELY_INTRO1,ACCT 225,HIGH,Medium,https://sc.edu/study/colleges_schools/moore/documents/finance/syllabi/363-syllabus-spring-2019.pdf,sc.edu,Spring,2019
5f5bd18d-b92f-4d56-aced-23bce4c983d5,University of South Carolina,SC,James M. Austin,LIKELY_INTRO1,ACCT 225,HIGH,Medium,https://sc.edu/study/colleges_schools/moore/documents/finance/syllabi/470-syllabus-spring-2019-austin.pdf,sc.edu,Spring,2018
5fb03ee8-3e82-4143-98d6-9210e0132aec,Xavier University,OH,Joyce Allen,LIKELY_INTRO1,,HIGH,Medium,https://www.exhibit.xavier.edu/accountancy_syllabi/1181/,exhibit.xavier.edu,Spring,2003
5fb03ee8-3e82-4143-98d6-9210e0132aec,Xavier University,OH,R. Cameron Cockrell,LIKELY_INTRO1,,HIGH,Medium,https://www.exhibit.xavier.edu/accountancy_syllabi/267/,exhibit.xavier.edu,Fall,2013
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Amal Shehata,POSSIBLE_INTRO1,ACCT-UB 1,HIGH,Low,https://web-apps-shib.stern.nyu.edu/syllabi/get_syllabus/ACCT-UB.1/006/1258,web-apps-shib.stern.nyu.edu,,
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Amal Shehata,POSSIBLE_INTRO1,ACCT-UB 1,HIGH,Low,https://www.stern.nyu.edu/sites/default/files/assets/documents/17-19SternBulletin.pdf,stern.nyu.edu,,
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Amal Shehata,POSSIBLE_INTRO1,ACCT-UB 1,HIGH,Low,https://www.stern.nyu.edu/sites/default/files/2023-06/Final_2021-2023_Bulletin_FINAL-ua.pdf,stern.nyu.edu,,
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Xiaojing Meng,POSSIBLE_INTRO1,ACCT-UB 1,HIGH,Low,https://www.stern.nyu.edu/sites/default/files/assets/documents/con_046908.pdf,stern.nyu.edu,,
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Jim Resnik,CONFIRMED_INTRO1,ACCT-UB 1,HIGH,High,https://web-apps-shib.stern.nyu.edu/syllabi/get_syllabus/ACCT-UB.1/001/1264,web-apps-shib.stern.nyu.edu,Spring,2026
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Michael Krantz,CONFIRMED_INTRO1,ACCT-UB 1,HIGH,High,https://web-apps-shib.stern.nyu.edu/syllabi/get_syllabus/ACCT-UB.1/001/1264,web-apps-shib.stern.nyu.edu,Spring,2026
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Shuming ZHANG,LIKELY_INTRO1,ACCT-UB 1,HIGH,Medium,https://www.stern.nyu.edu/sites/default/files/2023-05/ACCT-UB.1%20Summer%202023%20Syllabus.pdf,stern.nyu.edu,Summer,2023
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Alex Dontoh,CONFIRMED_INTRO1,ACCT-UB 1,HIGH,High,https://web-apps-shib.stern.nyu.edu/syllabi/get_syllabus/ACCT-UB.1/006/1256,web-apps-shib.stern.nyu.edu,Summer,2025
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Kenshin Kadoya,CONFIRMED_INTRO1,ACCT-UB 1,HIGH,High,https://web-apps-shib.stern.nyu.edu/syllabi/get_syllabus/ACCT-UB.1/006/1256,web-apps-shib.stern.nyu.edu,Summer,2025
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Jim Resnik,CONFIRMED_INTRO1,ACCT-UB 1,HIGH,High,https://web-apps-shib.stern.nyu.edu/syllabi/get_syllabus/ACCT-UB.1/007/1258,web-apps-shib.stern.nyu.edu,Fall,2025
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,Harshit Singal,CONFIRMED_INTRO1,ACCT-UB 1,HIGH,High,https://web-apps-shib.stern.nyu.edu/syllabi/get_syllabus/ACCT-UB.1/007/1258,web-apps-shib.stern.nyu.edu,Fall,2025
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Anna Hanlon,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Elizabeth Page,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Laurie Barton,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Pam Barvarz,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Mike Lannom,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Leslie McCall,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Anne McClanahan,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Charles Otwell,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Vinta Oviatt,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Lori Anna Pullman,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
64eba2ec-0147-42d0-bf3a-cb4fbd597666,Orange Coast College,CA,Eileen Tom,LIKELY_INTRO1,ACCT A101,HIGH,Medium,http://www.orangecoastcollege.edu/about_occ/Accreditation/2019_Institutional_Self_Evaluation_Report/Evidence/Standard_III_D/Standard_I_B/I.B.1-36_Curriculum_Committee_Minutes_11_15_17.pdf,orangecoastcollege.edu,Fall,2018
